age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,income_missing,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,transaction_quantile,transaction_cluster,income_standard,income_minmax,income_maxabs,debt_to_income,avg_monthly_transactions,spending_income_ratio,loan_log,loan_sqrt,loan_reciprocal,income_boxcox
48.0,Female,Graduate,Unemployed,441691.91,68422.59,756.0,5,192,108.01,0,0,2024,2,26,0,3,0,False,False,True,False,False,False,True,0,1,0,-0.24294155212956228,0.13380264442995057,0.17560058248459887,0.15490986712917806,32.0,0.0002445364133193807,11.133472927193091,261.57712055911924,1.4614842629566792e-05,0.041035110508428625
52.0,Female,Post-Graduate,Self-Employed,718394.35,255168.61,519.2,2,460,15.04,0,0,2024,5,11,5,4,0,False,False,False,False,False,False,True,1,3,1,0.4662520974640406,0.24938689819382334,0.2856073735053123,0.35519245774628133,76.66666666666667,2.0935547536603627e-05,12.44968374028972,505.1421681071577,3.9189619798376465e-06,0.8245781385452453
47.0,Male,Graduate,Self-Employed,305445.37,99335.53,850.0,2,327,51.36,0,0,2019,5,16,3,3,1,True,False,False,False,False,False,False,0,2,2,-0.5921440418043942,0.07688968531831555,0.12143393092534527,0.32521430848891736,54.5,0.00016814735758686542,11.50626865750968,315.1753956132997,1.0066790132492046e-05,-0.5920433914294645
40.0,Male,Secondary,Unemployed,679838.4,57446.34,751.5,1,313,32.84,0,0,2019,4,4,3,2,1,True,False,False,False,False,True,False,1,2,2,0.3674324596825724,0.2332812913588884,0.270278935005619,0.08449986864544773,52.166666666666664,4.8305526275764544e-05,10.958623981073552,239.67966121471383,1.7407246358142953e-05,0.7385364470225461
44.0,Female,Secondary,Salaried,318267.78,45326.43,653.3,3,342,15.22,0,0,2018,2,19,0,2,0,False,True,False,False,True,False,False,0,2,2,-0.5592799595632489,0.08224586754534766,0.12653165314728126,0.14241557088948528,57.0,4.78212157661207e-05,10.721667646982407,212.90004697040345,2.2061696416496588e-05,-0.5197308743496932
32.0,Female,Graduate,Salaried,141796.27,48324.17,656.7,1,114,32.03,0,0,2020,8,27,3,3,0,False,False,False,False,False,False,False,0,0,3,-1.0115798172233188,0.008530117897697934,0.05637302165245329,0.34079760491862787,19.0,0.0002258858721327992,10.78570782191825,219.82759153482075,2.0693150174122513e-05,-2.025775473140911
70.0,Male,Graduate,Salaried,440405.1,174397.42,657.8,1,487,70.79,0,0,2020,9,14,0,3,1,False,True,False,False,False,False,True,0,3,1,-0.24623967078812395,0.1332651176427423,0.17508899379476525,0.39599228984339685,81.16666666666667,0.00016073800975962868,12.06909773078295,417.6091713552278,5.7339969020361535e-06,0.03616223418082124
55.0,Female,Secondary,Salaried,333640.09,124972.48,845.6,2,149,26.13,0,0,2019,6,16,6,2,0,True,False,False,True,False,False,False,0,1,0,-0.5198804348189633,0.08866719501892151,0.13264312254262026,0.37457160927030897,24.833333333333332,7.831769162485351e-05,11.73585683377532,353.514469293691,8.001697640171339e-06,-0.4373260768790089
53.0,Female,Graduate,Salaried,166896.84,32726.04,760.9,3,232,41.35,0,0,2020,9,30,2,3,0,True,False,False,False,False,True,False,0,1,0,-0.9472465759075586,0.01901513802436488,0.06635209216043576,0.19608426328345532,38.666666666666664,0.00024775635202948105,10.395956926497528,180.90339963638053,3.0555772841051316e-05,-1.7074437046989464
53.0,Female,Primary,Salaried,496280.07,77732.21,687.12,1,313,65.91,0,0,2025,4,29,1,1,0,False,False,True,False,True,False,False,0,2,2,-0.10303105327382558,0.1566052324300524,0.19730284253451122,0.1566294076056538,52.166666666666664,0.0001328078058669455,11.26103785816818,278.8049676745377,1.2864514407677232e-05,0.23393778416732564
63.0,Female,Graduate,Unemployed,258818.96,69788.78,568.5,4,416,44.07,0,0,2021,1,20,2,3,0,False,False,False,True,False,False,False,0,3,1,-0.7116484230283099,0.05741288270848536,0.10289697208639863,0.2696421867927033,69.33333333333333,0.0001702728027621981,11.153242859692144,264.1756612559151,1.4328745555581348e-05,-0.8878376077145402
57.0,Male,Graduate,Salaried,2515321.44,91241.48,787.6,3,118,45.3,0,0,2022,1,19,2,3,1,True,False,False,False,False,True,False,4,0,3,5.071810620947652,1.0,1.0,0.03627426788272918,19.666666666666668,1.8009619474471827e-05,11.421275857089864,302.06204660632227,1.0959807317819507e-05,2.6006895440003377
32.0,Female,Graduate,Self-Employed,183750.6,47930.16,755.5,3,67,11.85,0,0,2018,12,5,2,3,0,False,False,True,False,False,False,False,0,0,3,-0.90405006645945,0.02605529738369474,0.07305253200561118,0.26084213688479446,11.166666666666666,6.448923437945574e-05,10.777521093822008,218.92957771849834,2.0863254717807786e-05,-1.523131143080577
23.0,Female,Post-Graduate,Self-Employed,213682.18,157702.23,674.9599999999999,2,403,41.19,0,0,2022,7,17,6,4,0,False,False,False,False,False,False,False,0,3,1,-0.8273348540518438,0.03855832893727865,0.08495223576673365,0.7380189212833692,67.16666666666667,0.00019276201336951274,11.96847025466909,397.1174007771505,6.341024213644831e-06,-1.2392637030169806
48.0,Female,Graduate,Self-Employed,745440.55,73061.91,672.5,4,279,35.22,0,0,2023,2,20,0,3,0,False,True,False,False,False,True,False,1,2,2,0.535572025707675,0.26068464766126015,0.29635995548942645,0.0980115878971329,46.5,4.7247165119787055e-05,11.199076129832553,270.2996670364209,1.3686835084997298e-05,0.8818284190224471
53.0,Female,Post-Graduate,Salaried,408475.36,94978.47,653.0,3,128,76.08,0,0,2023,2,17,4,4,0,False,False,False,False,True,False,False,0,0,0,-0.32807620551898803,0.11992741389580577,0.1623948945467582,0.23251889044448007,21.333333333333332,0.00018625312857762443,11.461416041965412,308.1857718974061,1.0528591073418286e-05,-0.09027223690896657
60.0,Female,Post-Graduate,Salaried,736394.59,42222.85,831.7,2,90,118.01,0,0,2023,8,14,0,4,0,False,False,False,False,False,True,False,1,0,3,0.5123870570949016,0.2569059656367075,0.2927636119541048,0.057337184759620845,15.0,0.00016025353981275202,10.650740506254795,205.4819943450034,2.3683297472873743e-05,0.8629495809895037
30.0,Male,Graduate,Self-Employed,403670.11,43738.36,840.0,3,74,39.47,0,1,2022,9,1,3,3,1,True,False,False,True,False,False,False,0,0,3,-0.3403921532378071,0.11792016294637847,0.16048450252942623,0.10835147454570133,12.333333333333334,9.777761901266603e-05,10.686003662207845,209.13717986049252,2.2862703066528636e-05,-0.11028038288265603
63.0,Female,Graduate,Self-Employed,311955.47,469891.82,737.6,2,51,103.56,0,0,2018,10,8,0,3,0,True,False,False,True,False,False,False,0,0,3,-0.5754585309060468,0.07960908689073459,0.12402210907883009,1.5062736797861576,8.5,0.00033196939303743245,13.060259905127394,685.4865571256668,2.1281448820605514e-06,-0.5549027068090223
64.0,Female,Primary,Salaried,193405.55,257830.06,767.3,1,203,26.27,0,0,2021,8,6,4,1,0,False,False,False,False,False,False,False,0,1,0,-0.8793042448210728,0.030088366954304606,0.076890987737933,1.3330989048716293,33.833333333333336,0.00013582787139318706,12.46005984322299,507.7696918879661,3.878508663773868e-06,-1.4260893223744313
49.0,Female,Secondary,Unemployed,841254.79,69648.97,701.2,2,368,69.8,0,0,2023,10,22,6,2,0,True,False,False,False,False,True,False,1,2,2,0.781145756639131,0.30070821026646377,0.33445220027226424,0.08279166791826775,61.333333333333336,8.297119714326126e-05,11.151237548482806,263.9109129990649,1.435750797882612e-05,1.066964395360234
33.0,Female,Graduate,Salaried,204215.26,213865.54,556.7,4,436,114.9,1,0,2021,3,6,5,3,0,True,False,False,False,False,False,False,0,3,1,-0.8515987512014701,0.03460380333337621,0.08118853389966732,1.0472503022041437,72.66666666666667,0.0005626388417846846,12.27310745459683,462.4559870949883,4.675813243156223e-06,-1.3238353099086813
32.0,Female,Secondary,Salaried,618680.08,170914.08,591.8,3,205,37.43,1,0,2020,8,28,4,2,0,True,False,False,False,True,False,False,1,1,0,0.21068251499898563,0.2077342134991769,0.24596461913829987,0.2762555467188361,34.166666666666664,6.049966810040482e-05,12.048922103946976,413.4175613105955,5.850858800756493e-06,0.5898609757846407
48.0,Male,Secondary,Self-Employed,767888.07,47209.59,783.2,5,280,46.65,1,0,2020,9,24,3,2,1,False,False,True,True,False,False,False,1,2,2,0.5931054490960821,0.2700614346821827,0.3052842701487886,0.06147970044683668,46.666666666666664,6.075096237533372e-05,10.762373510814497,217.27767947950844,2.1181688261044822e-05,0.9275615783899034
66.0,Female,Post-Graduate,Salaried,409974.12,44026.49,650.12,2,41,41.58,0,0,2021,11,17,2,4,0,False,False,True,False,False,False,True,0,0,3,-0.32423485495386506,0.12055347652167617,0.1629907468208119,0.10738819955708531,6.833333333333333,0.00010142078865663848,10.692569490538444,209.8249031931148,2.271308221295377e-05,-0.08408694355402538
22.0,Male,Post-Graduate,Salaried,368616.28,116783.1,774.9,0,207,19.11,0,0,2018,7,27,4,4,1,False,False,False,False,False,False,True,0,1,0,-0.4302357904313703,0.1032774630767436,0.1465483791208809,0.3168139594540983,34.5,5.18423878555015e-05,11.668082209972729,341.7354239759174,8.562809492045578e-06,-0.2650519594284718
70.0,Male,Graduate,Salaried,245184.03,87732.04,711.1,1,134,47.47,0,0,2018,9,17,0,3,1,True,False,False,False,False,True,False,0,0,0,-0.7465950095804678,0.051717294302497184,0.09747622156792811,0.35781972496444825,22.333333333333332,0.00019360888387027543,11.382053846294554,296.19594865561544,1.1398214401324746e-05,-0.98607013694249
55.0,Female,Secondary,Self-Employed,583993.79,55193.3,778.2,1,452,69.55,0,0,2020,7,18,5,2,0,False,False,True,False,False,True,False,0,3,1,0.12178088985985772,0.1932450425851536,0.23217461621922963,0.09450991848745774,75.33333333333333,0.00011909352821452395,10.918614966063851,234.93254350983392,1.811781289009916e-05,0.4978283718628193
43.0,Female,Primary,Salaried,121375.63,121158.95,674.8,0,474,43.03,0,0,2018,9,20,3,1,0,False,False,False,False,False,False,True,0,3,1,-1.0639183083787893,0.0,0.04825452050374922,0.9982065740332384,79.0,0.00035451635129431425,11.704866852463637,348.07894219558875,8.253552432136196e-06,-2.336762233567646
37.0,Male,Primary,Self-Employed,679719.71,26642.47,735.9,0,296,68.25,0,0,2020,2,22,5,1,1,True,False,False,False,False,True,False,1,2,2,0.3671282549409362,0.2332317121246784,0.27023174819358275,0.03919620162816578,49.333333333333336,0.00010040888705597921,10.190299371427102,163.22521251326341,3.753264871279905e-05,0.7382629910134734
46.0,Male,Secondary,Salaried,475292.56,79260.97,661.6,4,393,36.44,1,0,2019,5,20,0,2,1,False,True,False,True,False,False,False,0,3,1,-0.15682244308875545,0.14783832136952174,0.1889589745635055,0.16676213748825042,65.5,7.666840678421984e-05,11.280513721343446,281.5332484805303,1.2616390937545458e-05,0.16279651625493738
28.0,Female,Primary,Salaried,387050.55,30722.59,584.9,2,68,38.58,0,0,2022,4,23,5,1,0,True,False,False,False,True,False,False,0,0,3,-0.3829884036035063,0.11097783370459835,0.15387717205638735,0.07937596426109132,11.333333333333334,9.967664513938777e-05,10.332786042412947,175.27860679501077,3.254827967695181e-05,-0.18165091641413694
49.0,Male,Primary,Salaried,511642.47,31439.05,757.8,4,267,8.64,0,0,2018,7,22,6,1,1,True,False,False,False,True,False,False,0,2,2,-0.06365692804920979,0.16302242029446773,0.2034103720755467,0.061447183133207975,44.5,1.688675905508967e-05,10.355837836872666,177.3106031798437,3.180656519312151e-05,0.28385562991507346
46.0,Male,Post-Graduate,Salaried,194049.04,44589.99,794.8,1,458,11.52,0,0,2022,10,26,2,4,1,False,False,True,False,False,False,False,0,3,1,-0.877654967635165,0.0303571658541427,0.07714681587574748,0.22978603869393685,76.33333333333333,5.9366130509429416e-05,10.705287099662563,211.1634201276348,2.242605512907428e-05,-1.4198203531345472
30.0,Male,Graduate,Salaried,121375.63,94306.09,850.0,1,124,78.97,0,0,2023,7,7,4,3,1,False,False,False,True,False,False,False,0,0,3,-1.0639183083787893,0.0,0.04825452050374922,0.7769707397544321,20.666666666666668,0.0006506194808671158,11.454311651373198,307.09296637988956,1.0603656628573737e-05,-2.336762233567646
46.0,Male,Secondary,Salaried,586041.01,45585.0,703.8,1,282,49.25,0,0,2023,10,1,6,2,1,False,False,False,False,False,True,False,0,2,2,0.1270279539020866,0.1941002081413029,0.23298851617151564,0.0777845260615361,47.0,8.403834394056494e-05,10.727355930819083,213.50644018389704,2.1936559470012725e-05,0.5034327160869924
54.0,Male,Primary,Salaried,974741.61,31173.51,585.7,6,206,15.25,0,0,2021,10,11,0,1,1,False,False,True,False,False,True,False,1,1,0,1.1232750311350275,0.35646837803734577,0.3875216878841537,0.031981273497421026,34.333333333333336,1.564515580169415e-05,10.347356052702178,176.5602163569132,3.207748894850312e-05,1.2880104058317865
61.0,Male,Graduate,Salaried,1219576.6,102137.42,650.4,2,50,17.17,0,1,2024,8,7,2,3,1,True,False,False,False,False,False,False,2,0,3,1.7507917964599495,0.45874094785796343,0.4848591438873912,0.08374819281692283,8.333333333333334,1.4078644934114893e-05,11.534084231117822,319.58945539551206,9.79063510087585e-06,1.615193444095416
27.0,Male,Primary,Salaried,235275.38,207922.97,667.8,2,172,15.32,0,0,2018,2,14,2,1,1,False,True,False,False,False,False,False,0,1,0,-0.7719910691744694,0.047578249066548416,0.0935369039751834,0.8837392431828474,28.666666666666668,6.51149086873914e-05,12.24492776301535,455.9857124954684,4.809450300511288e-06,-1.06147954388612
24.0,Female,Post-Graduate,Salaried,694810.85,114370.14,693.4,3,449,34.63,1,0,2021,11,2,1,4,0,True,False,False,False,False,True,False,1,3,1,0.4058071355938426,0.2395355891535406,0.27623143465910266,0.1646059145364317,74.83333333333333,4.9840831010582224e-05,11.647204053374445,338.1865461546334,8.743464478888642e-06,0.7725992951161292
70.0,Female,Secondary,Salaried,548714.67,258140.45,722.4,6,114,51.98,0,0,2020,2,28,4,2,0,True,False,False,False,False,True,False,0,0,3,0.03135983008441568,0.17850823448672803,0.21814892572934935,0.4704448298332723,19.0,9.473029993839978e-05,12.4612629694804,508.0752404910123,3.873845134130919e-06,0.3975462296305592
65.0,Female,Secondary,Self-Employed,2515321.44,196108.8,712.7,4,50,24.86,1,0,2021,12,6,0,2,0,False,True,False,True,False,False,False,4,0,3,5.071810620947652,1.0,1.0,0.07796567027804197,8.333333333333334,9.883424727050103e-06,12.186429985438558,442.84173245077073,5.099184232506484e-06,2.6006895440003377
31.0,Male,Secondary,Salaried,843566.89,51989.67,749.9,2,216,33.68,0,0,2023,12,30,5,2,1,False,False,True,False,False,False,False,1,1,0,0.787071713190961,0.3016740216020178,0.335371406844924,0.06163068866929015,36.0,3.9925654353676266e-05,10.858819558388396,228.01243387148867,1.9234220293756553e-05,1.0711281275070137
49.0,Male,Primary,Salaried,730332.13,113835.75,697.8,1,32,34.5,0,0,2023,9,16,5,1,1,False,False,False,True,False,False,False,1,0,3,0.49684885608404245,0.2543735524238955,0.29035339912659436,0.15586825425816297,5.333333333333333,4.72387169400353e-05,11.64252068351573,337.3955393896013,8.784509396130863e-06,0.850147579999621
56.0,Female,Graduate,Salaried,279771.03,68587.01,479.7,2,91,23.39,0,0,2023,9,24,6,3,0,False,False,True,False,False,True,False,0,0,3,-0.6579478666116745,0.06616498975805973,0.1112267504068983,0.24515320562959775,15.166666666666666,8.360378269407416e-05,11.13587301709683,261.89121787490313,1.4579807753570923e-05,-0.7479236593677928
45.0,Male,Graduate,Salaried,606150.44,153809.46,700.4,2,295,44.96,0,0,2022,7,14,3,3,1,False,False,True,False,False,False,True,1,2,2,0.17856880787123497,0.20250032727348996,0.2409832915828046,0.25374757832795053,49.166666666666664,7.417288326494779e-05,11.9434763441442,392.1854918275279,6.501508414967357e-06,0.5573158161033087
41.0,Female,Graduate,Self-Employed,1085171.07,68578.33,611.24,1,389,34.42,0,0,2020,12,5,5,3,0,True,False,False,False,False,False,True,2,3,1,1.4063078506506443,0.4025970161789084,0.43142441071070425,0.06319581188631218,64.83333333333333,3.171847207604597e-05,11.135746456357056,261.87464558448573,1.4581653101597814e-05,1.4460658561151263
56.0,Female,Primary,Salaried,400859.21,42104.61,729.5,0,161,45.11,0,0,2022,8,3,2,1,0,False,False,False,False,False,True,False,0,1,0,-0.3475965437362885,0.11674599267558192,0.1593669912820367,0.10503564322335708,26.833333333333332,0.00011253299498096855,10.647936264949696,205.1940788619399,2.3749804360986575e-05,-0.12211167352597872
30.0,Female,Graduate,Self-Employed,412367.93,191259.07,647.5,0,269,52.25,0,0,2025,2,25,1,3,0,False,False,False,False,False,False,False,0,2,2,-0.3180994741081679,0.1215534197910687,0.16394243830720895,0.46380572367564166,44.833333333333336,0.00012670692721684926,12.161389403897402,437.3317619382338,5.228482871516255e-06,-0.07426150356903208
57.0,Male,Graduate,Self-Employed,481572.52,91350.3,700.1,1,269,6.17,0,0,2018,10,28,6,3,1,False,False,True,False,False,False,True,0,2,2,-0.14072678541511205,0.15046158876921278,0.19145565745267135,0.18969128535140387,44.833333333333336,1.281216625033702e-05,11.422467792684643,302.2421214854078,1.0946751715629663e-05,0.18445613187367782
29.0,Male,Post-Graduate,Self-Employed,296944.58,45960.11,730.1,2,26,41.68,0,0,2018,10,15,0,4,1,False,True,False,False,False,False,False,0,0,3,-0.6139317292730293,0.07333873192392773,0.1180543270843348,0.1547762051214906,4.333333333333333,0.00014036241926887748,10.735550883107082,214.3830916840225,2.1757525003203795e-05,-0.6419335648171077
44.0,Female,Secondary,Salaried,519892.9,51580.12,665.6,4,260,35.88,0,0,2020,2,25,1,2,0,False,False,True,False,False,False,True,0,2,2,-0.042510918052273784,0.16646879320965083,0.20669044191823055,0.09921278168487839,43.333333333333336,6.901408152701927e-05,10.850910993042168,227.11257120643938,1.938693847671396e-05,0.3099587261458279
55.0,Male,Secondary,Self-Employed,512155.35,45754.96,740.8,0,195,46.32,1,0,2024,5,5,6,2,1,False,True,False,False,False,False,False,0,1,0,-0.062342406793077856,0.16323666073293447,0.20361427444438274,0.0893378750453841,32.5,9.044113189263396e-05,10.731077335442892,213.904090657472,2.1855076366007837e-05,0.28549235446827914
69.0,Female,Graduate,Salaried,1075172.69,36271.11,619.3000000000001,4,454,71.2,1,0,2025,3,13,3,3,0,False,False,False,False,False,False,True,1,3,1,1.3806818113492787,0.3984204888915175,0.4274494197449372,0.03373511678843258,75.66666666666667,6.622185853524745e-05,10.49880440538497,190.44975715395387,2.756939146909292e-05,1.432532730014079
55.0,Female,Graduate,Self-Employed,394890.79,52351.68,694.1,5,468,34.85,0,0,2021,6,19,5,3,0,False,False,True,False,False,False,False,0,3,1,-0.36289371842729407,0.11425286188913356,0.15699416532624155,0.1325722168090656,78.0,8.825202468757328e-05,10.865758408875617,228.8048950525316,1.9101218886979616e-05,-0.1475522664957798
68.0,Male,Secondary,Salaried,663203.48,94950.87,461.59939,2,236,7.66,0,0,2022,12,11,6,2,1,True,False,False,True,False,False,False,1,1,0,0.3247968413428944,0.2263325459317728,0.2636654979571915,0.1431698259939378,39.333333333333336,1.1549982292037594e-05,11.46112541062259,308.1409904572905,1.0531651456680106e-05,0.6996661026733544
